"","kingdom","phylum","class","order","family","genus","species"
"ASV_178","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","unidentified_4174","Claroideoglomeraceae_sp"
"ASV_179","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_180","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_181","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_182","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_183","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_184","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_185","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae","Ambispora",NA
"ASV_186","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_187","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_188","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_189","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_caledonium"
"ASV_190","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_caledonium"
"ASV_191","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_192","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_193","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_194","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_195","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_196","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_197","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_198","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_199","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae","Ambispora",NA
"ASV_200","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_201","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_202","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified_77","Glomeraceae_sp"
"ASV_203","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_204","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_205","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","unidentified_4174","Claroideoglomeraceae_sp"
"ASV_206","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_207","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_208",NA,NA,NA,NA,NA,NA,NA
"ASV_209","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae"
"ASV_210","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_211","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_212","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_213","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_214","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_215","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_216","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_217","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus_claroideum"
"ASV_218","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_219","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_220","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_221","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_222","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_223","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_224","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified_77","Glomeraceae_sp"
"ASV_225","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_226","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_227","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_228","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_229","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_230","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_231","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_232","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_233","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_234","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_235","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_236","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_237","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_238","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_239","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_240","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_241","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_242","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_243","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_244","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_245",NA,NA,NA,NA,NA,NA,NA
"ASV_246","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_247","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_248","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_249","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","unidentified_4174","Claroideoglomeraceae_sp"
"ASV_250","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae","Ambispora",NA
"ASV_251","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_252","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_253","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_254","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_255","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_256","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_257","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_258","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_259","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_260","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_261","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_262","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_263","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_264","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_265","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_266","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_267","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_268","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_269","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","unidentified_4174","Claroideoglomeraceae_sp"
"ASV_270","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_271","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae"
"ASV_272","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_273","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Diversispora_epigaea"
"ASV_274","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_275","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_276","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae"
"ASV_277","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_278","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_279","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_280","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_281","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_282","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_283","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Diversispora_epigaea"
"ASV_284","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified_77","Glomeraceae_sp"
"ASV_285","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified_77","Glomeraceae_sp"
"ASV_286","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_287","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_288","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_289","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_290","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_291","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_292","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae",NA,NA
"ASV_293","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_294","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_295","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_296","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_297","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_298","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_299","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_300","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_301","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_302","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_caledonium"
"ASV_303","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_304","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_305","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_306","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_307","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_308","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_309","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_310","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_311","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_312","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_313","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_314","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_315","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae"
"ASV_316","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_317","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_318","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_319","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_320","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_321","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_322","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_caledonium"
"ASV_323","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_324","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_325","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_326","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_ignota"
"ASV_327","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_328","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_329","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_330","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis",NA
"ASV_331","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Cetraspora",NA
"ASV_332","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Diversispora_epigaea"
"ASV_333","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_334","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_335","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_336","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_337","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_caledonium"
"ASV_338","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Diversispora_epigaea"
"ASV_339","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_340","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_341","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_342","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae"
"ASV_343","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified_77","Glomeraceae_sp"
"ASV_344","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_345","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_346","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_347","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_348","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_349","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_350","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"ASV_351","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_352","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified_77","Glomeraceae_sp"
"ASV_353","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_354","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae",NA,NA
"ASV_355","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_356","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis",NA
"ASV_357","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_358","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_359","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_360","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","unidentified_4174","Claroideoglomeraceae_sp"
"ASV_361","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Diversispora_epigaea"
"ASV_362","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_363","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_364","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_365","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae"
"ASV_366","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_caledonium"
"ASV_367","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_368","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_369","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_370","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_371","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_372",NA,NA,NA,NA,NA,NA,NA
"ASV_373","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_374","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_375","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_376","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"ASV_377","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_378","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_379","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","unidentified_4174","Claroideoglomeraceae_sp"
"ASV_380","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis",NA
"ASV_381","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"ASV_382","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_383","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","Diversispora_celata"
"ASV_384","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_385","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_386","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_387","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_388","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_caledonium"
"ASV_389","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_390","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"ASV_391","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Cetraspora",NA
"ASV_392","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_393","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_394","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_caledonium"
"ASV_395","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_396",NA,NA,NA,NA,NA,NA,NA
"ASV_397","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_398","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unidentified_410","Diversisporaceae_sp"
"ASV_399","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_400","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_401","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Palaeospora","Palaeospora_spainiae"
"ASV_402","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified_4690","Archaeosporaceae_sp"
"ASV_403","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora_sp"
"ASV_404","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","unidentified_609","unidentified_408","Paraglomerales_sp"
"ASV_405","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae",NA,NA
"ASV_406","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"ASV_407","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","unidentified_4174","Claroideoglomeraceae_sp"
"ASV_408","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae","Ambispora",NA
